----,
DateTime:,      2022/10/23, 13:14:11, 1666491251674,
  227,   209195.8,    172.239,     676.348,
----,
DateTime:,      2022/10/23, 13:14:26, 1666491266625,
PIF:,          -1316.99,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,      10.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #01000,
Gain:,           1,    1, 
S/N Ratio:,  2460.69,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    172.098,     748.367,      0.000,
    2,        3.3,    172.520,     762.259,      0.000,
    3,        5.8,    171.846,     776.178,      0.000,
    4,        8.3,    171.948,     784.733,      0.000,
    5,       10.8,    172.125,     791.186,      0.000,
    6,       13.3,    172.096,     802.759,      0.000,
    7,       15.8,    172.178,     815.214,      0.000,
    8,       18.3,    172.228,     827.146,      0.000,
    9,       20.8,    172.275,     839.666,      0.000,
   10,       23.3,    172.316,     851.371,      0.000,
   11,       25.8,    172.433,     865.174,      0.000,
   12,       28.3,    172.339,     876.447,      0.000,
   13,       30.8,    172.275,     889.201,      0.000,
   14,       33.3,    172.295,     900.799,      0.000,
   15,       35.8,    172.495,     912.588,      0.000,
   16,       38.3,    172.401,     923.852,      0.000,
   17,       40.8,    172.293,     934.489,      0.000,
   18,       43.3,    172.263,     944.739,      0.000,
   19,       45.8,    172.408,     955.354,      0.000,
   20,       48.3,    172.564,     965.774,      0.000,
   21,       50.8,    172.486,     975.466,      0.000,
   22,       53.3,    172.432,     985.670,      0.000,
   23,       55.8,    172.515,     994.788,      0.000,
   24,       58.3,    172.342,    1003.223,      0.000,
   25,       60.8,    172.526,    1011.455,      0.000,
   26,       63.3,    172.491,    1021.079,      0.000,
   27,       65.8,    172.268,    1029.256,      0.000,
   28,       68.3,    172.468,    1035.922,      0.000,
   29,       70.8,    172.448,    1044.553,      0.000,
   30,       73.3,    172.352,    1050.704,      0.000,
   31,       75.8,    172.411,    1058.546,      0.000,
   32,       78.3,    172.449,    1064.051,      0.000,
   33,       80.8,    172.324,    1072.069,      0.000,
   34,       83.3,    172.495,    1078.031,      0.000,
   35,       85.8,    172.620,    1084.397,      0.000,
   36,       88.3,    172.321,    1089.827,      0.000,
   37,       90.8,    172.062,    1096.529,      0.000,
   38,       93.3,    172.339,    1100.610,      0.000,
   39,       95.8,    172.205,    1106.963,      0.000,
   40,       98.3,    172.341,    1112.790,      0.000,
   41,      100.8,    172.256,    1116.839,      0.000,
   42,      103.3,    172.374,    1121.918,      0.000,
   43,      105.8,    172.348,    1127.373,      0.000,
   44,      108.3,    172.399,    1130.863,      0.000,
   45,      110.8,    172.290,    1135.948,      0.000,
   46,      113.3,    172.492,    1140.715,      0.000,
   47,      115.8,    172.380,    1144.978,      0.000,
   48,      118.3,    172.400,    1149.331,      0.000,
   49,      120.8,    172.107,    1152.707,      0.000,
   50,      123.3,    172.241,    1156.403,      0.000,
   51,      125.8,    172.155,    1159.994,      0.000,
   52,      128.3,    172.266,    1164.850,      0.000,
   53,      130.8,    172.275,    1167.259,      0.000,
   54,      133.3,    172.237,    1171.070,      0.000,
   55,      135.8,    172.185,    1174.359,      0.000,
   56,      138.3,    172.259,    1178.051,      0.000,
   57,      140.8,    172.231,    1180.927,      0.000,
   58,      143.3,    172.293,    1183.497,      0.000,
   59,      145.8,    172.119,    1185.797,      0.000,
   60,      148.3,    172.286,    1189.588,      0.000,
   61,      150.8,    172.261,    1193.094,      0.000,
   62,      153.3,    172.245,    1195.629,      0.000,
   63,      155.8,    172.327,    1198.396,      0.000,
   64,      158.3,    172.202,    1200.553,      0.000,
   65,      160.8,    172.121,    1202.446,      0.000,
   66,      163.3,    172.218,    1205.573,      0.000,
   67,      165.8,    172.233,    1208.821,      0.000,
   68,      168.3,    172.338,    1211.247,      0.000,
   69,      170.8,    172.106,    1213.109,      0.000,
   70,      173.3,    172.032,    1215.850,      0.000,
   71,      175.8,    172.043,    1218.133,      0.000,
   72,      178.3,    172.184,    1220.427,      0.000,
   73,      180.8,    172.211,    1221.522,      0.000,
   74,      183.3,    172.142,    1223.781,      0.000,
   75,      185.8,    172.265,    1226.737,      0.000,
   76,      188.3,    171.982,    1229.114,      0.000,
   77,      190.8,    172.083,    1229.739,      0.000,
   78,      193.3,    171.939,    1232.099,      0.000,
   79,      195.8,    172.061,    1234.800,      0.000,
   80,      198.3,    172.001,    1236.088,      0.000,
   81,      200.8,    172.089,    1238.438,      0.000,
   82,      203.3,    171.986,    1240.226,      0.000,
   83,      205.8,    172.031,    1242.084,      0.000,
   84,      208.3,    171.832,    1243.691,      0.000,
   85,      210.8,    171.961,    1244.864,      0.000,
   86,      213.3,    171.860,    1246.159,      0.000,
   87,      215.8,    172.150,    1248.418,      0.000,
   88,      218.3,    171.983,    1249.843,      0.000,
   89,      220.8,    171.942,    1251.155,      0.000,
   90,      223.3,    171.917,    1252.619,      0.000,
   91,      225.8,    171.998,    1254.385,      0.000,
   92,      228.3,    171.910,    1256.368,      0.000,
   93,      230.8,    172.017,    1257.698,      0.000,
   94,      233.3,    171.868,    1259.918,      0.000,
   95,      235.8,    172.004,    1261.082,      0.000,
   96,      238.3,    172.025,    1262.847,      0.000,
   97,      240.8,    171.922,    1262.867,      0.000,
   98,      243.3,    171.795,    1265.525,      0.000,
   99,      245.8,    171.925,    1265.918,      0.000,
  100,      250.8,    171.142,    1271.677,      0.000,
  101,      273.3,    171.675,    1277.381,      0.000,
  102,      295.8,    171.873,    1266.277,      0.000,
  103,      318.3,    171.921,    1254.158,      0.000,
  104,      343.3,    171.883,    1239.137,      0.000,
  105,      368.3,    171.830,    1225.879,      0.000,
  106,      395.8,    171.725,    1212.622,      0.000,
  107,      423.3,    171.723,    1200.046,      0.000,
  108,      453.3,    171.722,    1187.394,      0.000,
  109,      483.3,    171.602,    1178.349,      0.000,
  110,      515.8,    171.612,    1168.326,      0.000,
  111,      550.8,    171.758,    1159.138,      0.000,
  112,      585.8,    171.670,    1152.112,      0.000,
  113,      623.3,    171.709,    1142.772,      0.000,
  114,      663.3,    171.665,    1135.702,      0.000,
  115,      705.8,    171.605,    1127.358,      0.000,
  116,      748.3,    171.531,    1121.488,      0.000,
  117,      793.3,    171.644,    1115.688,      0.000,
  118,      840.8,    171.503,    1110.142,      0.000,
  119,      890.8,    171.658,    1104.352,      0.000,
  120,      943.3,    171.666,    1099.485,      0.000,
  121,      998.3,    171.588,    1092.674,      0.000,
  122,     1055.8,    171.602,    1087.897,      0.000,
  123,     1115.8,    171.706,    1081.940,      0.000,
  124,     1178.3,    171.475,    1077.064,      0.000,
  125,     1245.8,    171.686,    1071.088,      0.000,
  126,     1315.8,    171.580,    1065.670,      0.000,
  127,     1388.3,    171.561,    1060.610,      0.000,
  128,     1465.8,    171.559,    1055.217,      0.000,
  129,     1545.8,    171.522,    1050.586,      0.000,
  130,     1630.8,    171.516,    1045.439,      0.000,
  131,     1720.8,    171.540,    1038.795,      0.000,
  132,     1815.8,    171.572,    1032.731,      0.000,
  133,     1913.3,    171.703,    1028.130,      0.000,
  134,     2015.8,    171.582,    1022.766,      0.000,
  135,     2123.3,    171.487,    1017.336,      0.000,
  136,     2238.3,    171.603,    1010.534,      0.000,
  137,     2358.3,    171.422,    1005.891,      0.000,
  138,     2483.3,    171.705,     998.538,      0.000,
  139,     2615.8,    171.650,     993.752,      0.000,
  140,     2753.3,    171.668,     988.836,      0.000,
  141,     2898.3,    171.680,     983.165,      0.000,
  142,     3050.8,    171.754,     976.651,      0.000,
  143,     3210.8,    171.923,     971.696,      0.000,
  144,     3378.3,    171.721,     966.319,      0.000,
  145,     3555.8,    171.790,     960.588,      0.000,
  146,     3740.8,    171.888,     955.878,      0.000,
  147,     3935.8,    172.094,     949.472,      0.000,
  148,     4140.8,    172.015,     945.118,      0.000,
  149,     4355.8,    172.001,     938.034,      0.000,
  150,     4580.8,    172.033,     933.980,      0.000,
  151,     4818.3,    172.177,     929.236,      0.000,
  152,     5068.3,    172.170,     923.190,      0.000,
  153,     5330.8,    172.219,     917.892,      0.000,
  154,     5605.8,    172.152,     914.022,      0.000,
  155,     5895.8,    171.996,     907.710,      0.000,
  156,     6200.8,    172.197,     903.434,      0.000,
  157,     6520.8,    172.250,     898.310,      0.000,
  158,     6855.8,    172.196,     892.940,      0.000,
  159,     7208.3,    172.227,     888.492,      0.000,
  160,     7578.3,    172.394,     883.278,      0.000,
  161,     7965.8,    172.232,     879.351,      0.000,
  162,     8373.3,    172.253,     874.669,      0.000,
  163,     8800.8,    172.196,     869.163,      0.000,
  164,     9250.8,    172.293,     865.333,      0.000,
  165,     9723.3,    172.198,     860.300,      0.000,
  166,    10220.8,    172.316,     855.320,      0.000,
  167,    10743.3,    172.240,     851.624,      0.000,
  168,    11290.8,    172.404,     845.922,      0.000,
  169,    11865.8,    172.198,     842.713,      0.000,
  170,    12470.8,    172.220,     838.342,      0.000,
  171,    13105.8,    172.090,     834.256,      0.000,
  172,    13773.3,    172.188,     829.756,      0.000,
  173,    14475.8,    172.268,     825.649,      0.000,
  174,    15213.3,    172.317,     821.437,      0.000,
  175,    15988.3,    172.256,     817.956,      0.000,
  176,    16800.8,    172.194,     814.584,      0.000,
  177,    17655.8,    172.176,     811.494,      0.000,
  178,    18553.3,    172.322,     808.966,      0.000,
  179,    19495.8,    171.998,     805.378,      0.000,
  180,    20485.8,    172.190,     802.359,      0.000,
  181,    21525.8,    172.234,     798.505,      0.000,
  182,    22618.3,    172.100,     795.256,      0.000,
  183,    23768.3,    172.135,     793.063,      0.000,
  184,    24975.8,    172.434,     789.477,      0.000,
  185,    26243.3,    172.178,     787.457,      0.000,
  186,    27575.8,    172.232,     784.839,      0.000,
  187,    28975.8,    172.242,     783.466,      0.000,
  188,    30445.8,    172.166,     781.365,      0.000,
  189,    31990.8,    172.287,     777.838,      0.000,
  190,    33613.3,    172.161,     776.313,      0.000,
  191,    35318.3,    172.145,     775.360,      0.000,
  192,    37108.3,    172.182,     773.449,      0.000,
  193,    38990.8,    172.144,     771.655,      0.000,
  194,    40968.3,    172.194,     769.405,      0.000,
  195,    43045.8,    172.229,     768.042,      0.000,
  196,    45228.3,    172.150,     766.769,      0.000,
  197,    47520.8,    172.180,     763.936,      0.000,
  198,    49928.3,    172.209,     763.054,      0.000,
  199,    52458.3,    172.112,     761.818,      0.000,
  200,    55115.8,    172.076,     761.661,      0.000,
  201,    57908.3,    172.201,     759.443,      0.000,
  202,    60843.3,    172.140,     758.491,      0.000,
  203,    63925.8,    172.140,     756.307,      0.000,
  204,    67163.3,    172.211,     756.456,      0.000,
  205,    70565.8,    172.077,     754.930,      0.000,
  206,    74140.8,    172.175,     754.664,      0.000,
  207,    77895.8,    172.095,     754.220,      0.000,
  208,    81840.8,    172.261,     752.376,      0.000,
  209,    85985.8,    172.084,     752.394,      0.000,
  210,    90340.8,    172.193,     751.317,      0.000,
  211,    94915.8,    172.085,     751.049,      0.000,
  212,    99723.3,    172.221,     749.014,      0.000,
  213,   104773.3,    172.217,     749.903,      0.000,
  214,   110078.3,    172.251,     748.339,      0.000,
  215,   115653.3,    172.044,     748.309,      0.000,
  216,   121508.3,    172.130,     746.824,      0.000,
  217,   127660.8,    172.154,     747.905,      0.000,
  218,   134125.8,    172.075,     746.380,      0.000,
  219,   140915.8,    172.081,     747.235,      0.000,
  220,   148050.8,    172.244,     747.201,      0.000,
  221,   155545.8,    172.091,     745.600,      0.000,
  222,   163420.8,    172.154,     744.865,      0.000,
  223,   171695.8,    172.166,     745.692,      0.000,
  224,   180388.3,    172.237,     745.667,      0.000,
  225,   189520.8,    172.083,     745.103,      0.000,
  226,   199115.8,    172.276,     744.753,      0.000,
  227,   209195.8,    172.144,     744.810,      0.000,
----,
DateTime:,      2022/10/23, 13:14:39, 1666491279379,
PIF:,          -1321.13,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,      10.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #01000,
Gain:,           1,    1, 
S/N Ratio:,  2542.57,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    172.188,     756.372,      0.000,
    2,        3.3,    172.412,     769.900,      0.000,
    3,        5.8,    171.837,     783.455,      0.000,
    4,        8.3,    171.841,     792.727,      0.000,
    5,       10.8,    172.051,     799.077,      0.000,
    6,       13.3,    172.087,     810.826,      0.000,
    7,       15.8,    172.234,     822.789,      0.000,
    8,       18.3,    172.154,     835.913,      0.000,
    9,       20.8,    172.266,     847.876,      0.000,
   10,       23.3,    172.340,     861.507,      0.000,
   11,       25.8,    172.326,     873.609,      0.000,
   12,       28.3,    172.330,     885.533,      0.000,
   13,       30.8,    172.135,     898.138,      0.000,
   14,       33.3,    172.221,     908.906,      0.000,
   15,       35.8,    172.323,     922.265,      0.000,
   16,       38.3,    172.327,     934.068,      0.000,
   17,       40.8,    172.414,     943.746,      0.000,
   18,       43.3,    172.384,     953.806,      0.000,
   19,       45.8,    172.366,     965.399,      0.000,
   20,       48.3,    172.327,     974.962,      0.000,
   21,       50.8,    172.314,     985.107,      0.000,
   22,       53.3,    172.293,     994.751,      0.000,
   23,       55.8,    172.310,    1003.711,      0.000,
   24,       58.3,    172.398,    1012.809,      0.000,
   25,       60.8,    172.517,    1020.748,      0.000,
   26,       63.3,    172.319,    1030.104,      0.000,
   27,       65.8,    172.292,    1036.462,      0.000,
   28,       68.3,    172.427,    1045.397,      0.000,
   29,       70.8,    172.374,    1052.843,      0.000,
   30,       73.3,    172.441,    1061.114,      0.000,
   31,       75.8,    172.272,    1068.835,      0.000,
   32,       78.3,    172.506,    1075.362,      0.000,
   33,       80.8,    172.315,    1081.818,      0.000,
   34,       83.3,    172.453,    1088.347,      0.000,
   35,       85.8,    172.319,    1094.032,      0.000,
   36,       88.3,    172.344,    1098.786,      0.000,
   37,       90.8,    172.346,    1105.692,      0.000,
   38,       93.3,    172.330,    1111.107,      0.000,
   39,       95.8,    172.196,    1116.177,      0.000,
   40,       98.3,    172.332,    1121.155,      0.000,
   41,      100.8,    172.182,    1126.680,      0.000,
   42,      103.3,    172.202,    1131.782,      0.000,
   43,      105.8,    172.306,    1135.997,      0.000,
   44,      108.3,    172.260,    1139.941,      0.000,
   45,      110.8,    172.346,    1145.781,      0.000,
   46,      113.3,    172.450,    1149.481,      0.000,
   47,      115.8,    172.501,    1153.419,      0.000,
   48,      118.3,    172.164,    1158.478,      0.000,
   49,      120.8,    172.293,    1162.149,      0.000,
   50,      123.3,    172.167,    1165.838,      0.000,
   51,      125.8,    172.308,    1169.568,      0.000,
   52,      128.3,    172.192,    1173.359,      0.000,
   53,      130.8,    172.331,    1176.094,      0.000,
   54,      133.3,    172.195,    1180.623,      0.000,
   55,      135.8,    172.209,    1183.452,      0.000,
   56,      138.3,    172.283,    1186.549,      0.000,
   57,      140.8,    172.254,    1190.209,      0.000,
   58,      143.3,    172.219,    1192.632,      0.000,
   59,      145.8,    172.143,    1196.060,      0.000,
   60,      148.3,    172.180,    1199.345,      0.000,
   61,      150.8,    172.220,    1202.054,      0.000,
   62,      153.3,    172.171,    1206.065,      0.000,
   63,      155.8,    172.123,    1207.423,      0.000,
   64,      158.3,    172.193,    1210.262,      0.000,
   65,      160.8,    172.145,    1212.281,      0.000,
   66,      163.3,    172.176,    1215.617,      0.000,
   67,      165.8,    172.159,    1217.632,      0.000,
   68,      168.3,    172.199,    1220.029,      0.000,
   69,      170.8,    172.162,    1222.476,      0.000,
   70,      173.3,    172.121,    1224.816,      0.000,
   71,      175.8,    172.099,    1227.443,      0.000,
   72,      178.3,    172.143,    1229.108,      0.000,
   73,      180.8,    172.104,    1232.144,      0.000,
   74,      183.3,    172.036,    1234.188,      0.000,
   75,      185.8,    172.061,    1236.209,      0.000,
   76,      188.3,    172.038,    1238.237,      0.000,
   77,      190.8,    172.269,    1240.150,      0.000,
   78,      193.3,    172.158,    1241.841,      0.000,
   79,      195.8,    172.084,    1243.567,      0.000,
   80,      198.3,    172.122,    1244.914,      0.000,
   81,      200.8,    172.145,    1247.493,      0.000,
   82,      203.3,    172.009,    1250.543,      0.000,
   83,      205.8,    172.055,    1251.418,      0.000,
   84,      208.3,    172.116,    1252.352,      0.000,
   85,      210.8,    171.952,    1254.253,      0.000,
   86,      213.3,    172.014,    1256.663,      0.000,
   87,      215.8,    172.044,    1258.226,      0.000,
   88,      218.3,    172.038,    1259.434,      0.000,
   89,      220.8,    171.803,    1261.047,      0.000,
   90,      223.3,    171.908,    1262.475,      0.000,
   91,      225.8,    171.990,    1263.860,      0.000,
   92,      228.3,    171.966,    1264.520,      0.000,
   93,      230.8,    171.975,    1267.738,      0.000,
   94,      233.3,    171.892,    1268.973,      0.000,
   95,      235.8,    171.898,    1269.794,      0.000,
   96,      238.3,    171.983,    1271.095,      0.000,
   97,      240.8,    171.978,    1272.547,      0.000,
   98,      243.3,    171.981,    1273.841,      0.000,
   99,      245.8,    171.949,    1276.575,      0.000,
  100,      250.8,    171.133,    1280.268,      0.000,
  101,      273.3,    171.634,    1287.368,      0.000,
  102,      295.8,    171.901,    1276.220,      0.000,
  103,      318.3,    171.692,    1262.001,      0.000,
  104,      343.3,    171.849,    1248.933,      0.000,
  105,      368.3,    171.734,    1235.066,      0.000,
  106,      395.8,    171.757,    1221.442,      0.000,
  107,      423.3,    171.624,    1210.094,      0.000,
  108,      453.3,    171.754,    1197.840,      0.000,
  109,      483.3,    171.699,    1186.855,      0.000,
  110,      515.8,    171.646,    1176.949,      0.000,
  111,      550.8,    171.732,    1167.588,      0.000,
  112,      585.8,    171.682,    1159.181,      0.000,
  113,      623.3,    171.851,    1149.918,      0.000,
  114,      663.3,    171.577,    1142.833,      0.000,
  115,      705.8,    171.581,    1134.982,      0.000,
  116,      748.3,    171.637,    1129.610,      0.000,
  117,      793.3,    171.586,    1123.368,      0.000,
  118,      840.8,    171.644,    1118.463,      0.000,
  119,      890.8,    171.604,    1112.004,      0.000,
  120,      943.3,    171.548,    1106.069,      0.000,
  121,      998.3,    171.504,    1099.918,      0.000,
