#,Date_Time,Temp,mV,pH_NBS,pH_T
1,5/2/2022 19:23,25.37,185.88,3.64,3.631
2,5/2/2022 20:23,25.2,185.99,3.64,3.631
3,5/2/2022 21:23,25.22,185.88,3.64,3.631
4,5/2/2022 22:23,25.22,185.91,3.64,3.631
5,5/2/2022 23:23,24.67,185.91,3.63,3.621
6,6/2/2022 0:23,24.28,185.74,3.63,3.621
7,6/2/2022 1:23,24.01,185.55,3.63,3.621
8,6/2/2022 2:23,24.04,185.38,3.63,3.621
9,6/2/2022 3:23,24.28,185.3,3.64,3.631
10,6/2/2022 4:23,24.86,185.22,3.65,3.641
11,6/2/2022 5:23,25.39,185.19,3.65,3.641
12,6/2/2022 6:23,25.56,185.22,3.65,3.641
13,6/2/2022 7:23,25.83,185.3,3.65,3.641
14,6/2/2022 8:23,26.22,185.32,3.66,3.651
15,6/2/2022 9:23,26.24,185.38,3.66,3.651
16,6/2/2022 10:23,26.07,185.46,3.65,3.641
17,6/2/2022 11:23,25.73,185.52,3.65,3.641
18,6/2/2022 12:23,25.73,185.57,3.65,3.641
19,6/2/2022 13:23,26.61,185.54,3.66,3.651
20,6/2/2022 14:23,27.91,185.68,3.67,3.661
21,6/2/2022 15:23,28.93,186.01,3.68,3.671
22,6/2/2022 16:23,29.05,186.19,3.68,3.671
23,6/2/2022 17:23,28.43,186.26,3.67,3.661
24,6/2/2022 18:23,28.23,186.35,3.66,3.651
25,6/2/2022 19:23,28.33,186.4,3.66,3.651
26,6/2/2022 20:23,28.43,186.43,3.66,3.651
27,6/2/2022 21:23,28.53,186.47,3.66,3.651
28,6/2/2022 22:23,28.53,186.51,3.66,3.651
29,6/2/2022 23:23,28.48,186.54,3.66,3.651
30,7/2/2022 0:23,28.36,186.55,3.66,3.651
31,7/2/2022 1:23,28.18,186.55,3.66,3.651
32,7/2/2022 2:23,27.96,186.54,3.66,3.651
33,7/2/2022 3:23,27.74,186.52,3.65,3.641
34,7/2/2022 4:23,27.52,186.47,3.65,3.641
35,7/2/2022 5:23,27.3,186.43,3.65,3.641
36,7/2/2022 6:23,27.1,186.37,3.65,3.641
37,7/2/2022 7:23,26.95,186.3,3.65,3.641
38,7/2/2022 8:23,26.78,186.24,3.65,3.641
39,7/2/2022 9:23,26.41,186.12,3.65,3.641
40,7/2/2022 10:23,26.44,186.05,3.65,3.641
41,7/2/2022 11:23,26.95,186.02,3.65,3.641
42,7/2/2022 12:23,27.62,185.99,3.66,3.651
43,7/2/2022 13:23,28.16,185.99,3.67,3.661
44,7/2/2022 14:23,28.63,186.08,3.67,3.661
45,7/2/2022 15:23,29.18,186.22,3.68,3.671
46,7/2/2022 16:23,29.68,186.4,3.68,3.671
47,7/2/2022 17:23,29.68,186.47,3.68,3.671
48,7/2/2022 18:23,29.48,186.57,3.67,3.661
49,7/2/2022 19:23,29.43,186.65,3.67,3.661
50,7/2/2022 20:23,29.35,186.69,3.67,3.661
51,7/2/2022 21:23,29.28,186.74,3.67,3.661
52,7/2/2022 22:23,29.2,186.77,3.67,3.661
53,7/2/2022 23:23,29.08,186.77,3.67,3.661
54,8/2/2022 0:23,28.93,186.79,3.66,3.651
55,8/2/2022 1:23,28.78,186.77,3.66,3.651
56,8/2/2022 2:23,28.61,186.76,3.66,3.651
57,8/2/2022 3:23,28.38,186.72,3.66,3.651
58,8/2/2022 4:23,28.11,186.65,3.66,3.651
59,8/2/2022 5:23,27.81,186.55,3.66,3.651
60,8/2/2022 6:23,27.54,186.44,3.65,3.641
61,8/2/2022 7:23,27.35,186.33,3.65,3.641
62,8/2/2022 8:23,27.32,186.26,3.65,3.641
63,8/2/2022 9:23,27.86,186.22,3.66,3.651
64,8/2/2022 10:23,28.78,186.16,3.67,3.661
65,8/2/2022 11:23,29.73,186.29,3.68,3.671
66,8/2/2022 12:23,30.76,186.57,3.69,3.681
67,8/2/2022 13:23,31.83,186.93,3.69,3.681
68,8/2/2022 14:23,32.81,187.38,3.7,3.691
69,8/2/2022 15:23,33.98,187.96,3.7,3.691
70,8/2/2022 16:23,34.46,188.43,3.7,3.691
71,8/2/2022 17:23,34.75,188.74,3.69,3.681
72,8/2/2022 18:23,34.72,188.87,3.69,3.681
73,8/2/2022 19:23,34.38,188.9,3.69,3.681
74,8/2/2022 20:23,33.38,188.63,3.68,3.671
75,8/2/2022 21:23,32.22,188.24,3.67,3.661
76,8/2/2022 22:23,31.09,187.93,3.67,3.661
77,8/2/2022 23:23,30.26,187.62,3.66,3.651
78,9/2/2022 0:23,29.58,187.29,3.66,3.651
79,9/2/2022 1:23,29,186.97,3.66,3.651
80,9/2/2022 2:23,28.58,186.71,3.66,3.651
81,9/2/2022 3:23,28.21,186.51,3.66,3.651
82,9/2/2022 4:23,27.86,186.33,3.66,3.651
83,9/2/2022 5:23,27.59,186.16,3.66,3.651
84,9/2/2022 6:23,27.32,186.02,3.66,3.651
85,9/2/2022 7:23,27.47,185.91,3.66,3.651
86,9/2/2022 8:23,27.94,185.91,3.67,3.661
87,9/2/2022 9:23,27.27,185.91,3.66,3.651
88,9/2/2022 10:23,27.4,185.79,3.66,3.651
89,9/2/2022 11:23,30,-77.14,8.21,8.201
90,9/2/2022 12:23,29.43,-74.02,8.16,8.151
91,9/2/2022 13:23,29.53,-74.08,8.16,8.151
92,9/2/2022 14:23,29.53,-73,8.14,8.131
93,9/2/2022 15:23,29.55,-72.72,8.14,8.131
94,9/2/2022 16:23,29.53,-72.13,8.13,8.121
95,9/2/2022 17:23,29.48,-70.56,8.1,8.091
96,9/2/2022 18:23,29.43,-69.02,8.07,8.061
97,9/2/2022 19:23,29.45,-69.39,8.08,8.071
98,9/2/2022 20:23,29.25,-66.36,8.03,8.021
99,9/2/2022 21:23,29.08,-64.22,7.99,7.981
100,9/2/2022 22:23,28.9,-62.13,7.96,7.951
101,9/2/2022 23:23,28.93,-64.89,8,7.991
102,10/2/2022 0:23,29.05,-65.25,8.01,8.001
103,10/2/2022 1:23,29.08,-64.74,8,7.991
104,10/2/2022 2:23,29.13,-65.33,8.01,8.001
105,10/2/2022 3:23,29.1,-64.75,8,7.991
106,10/2/2022 4:23,28.31,-54.22,7.82,7.811
107,10/2/2022 5:23,28.11,-53.92,7.82,7.811
108,10/2/2022 6:23,28.43,-53.86,7.81,7.801
109,10/2/2022 7:23,28.63,-55.91,7.85,7.841
110,10/2/2022 8:23,29.08,-63.49,7.98,7.971
111,10/2/2022 9:23,29.4,-67.85,8.05,8.041
112,10/2/2022 10:23,29.68,-69.33,8.08,8.071
113,10/2/2022 11:23,29.6,-68.58,8.06,8.051
114,10/2/2022 12:23,29.48,-67.97,8.05,8.041
115,10/2/2022 13:23,29.53,-68.06,8.06,8.051
116,10/2/2022 14:23,29.53,-67.75,8.05,8.041
117,10/2/2022 15:23,29.48,-67.35,8.04,8.031
118,10/2/2022 16:23,29.45,-66.92,8.04,8.031
119,10/2/2022 17:23,29.5,-66.03,8.02,8.011
120,10/2/2022 18:23,29.55,-64.35,7.99,7.981
121,10/2/2022 19:23,29.53,-61.05,7.94,7.931
122,10/2/2022 20:23,29.43,-62.67,7.96,7.951
123,10/2/2022 21:23,29.45,-60,7.92,7.911
124,10/2/2022 22:23,29.45,-60.8,7.93,7.921
125,10/2/2022 23:23,29.48,-59.92,7.92,7.911
126,11/2/2022 0:23,29.43,-60,7.92,7.911
127,11/2/2022 1:23,29.35,-60.74,7.93,7.921
128,11/2/2022 2:23,29.38,-62.13,7.95,7.941
129,11/2/2022 3:23,29.4,-63.17,7.97,7.961
130,11/2/2022 4:23,29.38,-63.58,7.98,7.971
131,11/2/2022 5:23,29.35,-63.5,7.98,7.971
132,11/2/2022 6:23,29.38,-63.56,7.98,7.971
133,11/2/2022 7:23,29.38,-63.71,7.98,7.971
134,11/2/2022 8:23,29.4,-64.53,8,7.991
135,11/2/2022 9:23,29.43,-64.94,8,7.991
136,11/2/2022 10:23,29.63,-64.19,7.99,7.981
137,11/2/2022 11:23,29.75,-66.47,8.03,8.021
138,11/2/2022 12:23,30.13,-68.94,8.07,8.061
139,11/2/2022 13:23,30.31,-71.64,8.12,8.111
140,11/2/2022 14:23,29.95,-67.71,8.05,8.041
141,11/2/2022 15:23,29.85,-66.85,8.03,8.021
142,11/2/2022 16:23,29.6,-64.46,7.99,7.981
143,11/2/2022 17:23,29.5,-63.74,7.98,7.971
144,11/2/2022 18:23,29.45,-62.36,7.96,7.951
145,11/2/2022 19:23,29.43,-60.97,7.93,7.921
146,11/2/2022 20:23,29.38,-60.91,7.93,7.921
147,11/2/2022 21:23,29.38,-59.86,7.92,7.911
148,11/2/2022 22:23,29.38,-59.61,7.91,7.901
149,11/2/2022 23:23,29.38,-58.72,7.9,7.891
150,12/2/2022 0:23,29.38,-55.58,7.84,7.831
151,12/2/2022 1:23,29.33,-57.24,7.87,7.861
152,12/2/2022 2:23,29.28,-60.58,7.93,7.921
153,12/2/2022 3:23,29.38,-60.78,7.93,7.921
154,12/2/2022 4:23,29.35,-61.47,7.94,7.931
155,12/2/2022 5:23,29.33,-61.66,7.95,7.941
156,12/2/2022 6:23,29.33,-61.2,7.94,7.931
157,12/2/2022 7:23,29.33,-61.6,7.95,7.941
158,12/2/2022 8:23,29.38,-62.17,7.96,7.951
159,12/2/2022 9:23,29.45,-62.75,7.97,7.961
160,12/2/2022 10:23,29.7,-63.85,7.98,7.971
161,12/2/2022 11:23,30,-65.8,8.02,8.011
162,12/2/2022 12:23,30.26,-69.61,8.08,8.071
163,12/2/2022 13:23,30.16,-66.5,8.03,8.021
164,12/2/2022 14:23,30.36,-68,8.05,8.041
165,12/2/2022 15:23,30.08,-64.16,7.99,7.981
166,12/2/2022 16:23,29.95,-62.8,7.96,7.951
167,12/2/2022 17:23,29.78,-61.8,7.95,7.941
168,12/2/2022 18:23,29.78,-59.99,7.92,7.911
169,12/2/2022 19:23,29.83,-58.97,7.9,7.891
170,12/2/2022 20:23,29.65,-57.95,7.88,7.871
171,12/2/2022 21:23,29.53,-56.83,7.86,7.851
172,12/2/2022 22:23,29.58,-54.91,7.83,7.821
173,12/2/2022 23:23,29.55,-57.69,7.88,7.871
174,13/2/2022 0:23,29.13,-53.08,7.8,7.791
175,13/2/2022 1:23,28.66,-51.06,7.77,7.761
176,13/2/2022 2:23,29.15,-56.74,7.86,7.851
177,13/2/2022 3:23,29.1,-56.33,7.86,7.851
178,13/2/2022 4:23,27.81,-44,7.65,7.641
179,13/2/2022 5:23,27.49,-42.22,7.62,7.611
180,13/2/2022 6:23,29.15,-58.36,7.89,7.881
181,13/2/2022 7:23,29.25,-59.47,7.91,7.901
182,13/2/2022 8:23,29.38,-61.03,7.94,7.931
183,13/2/2022 9:23,29.43,-62.71,7.96,7.951
184,13/2/2022 10:23,29.5,-63.75,7.98,7.971
185,13/2/2022 11:23,29.63,-64.53,8,7.991
186,13/2/2022 12:23,29.83,-66.56,8.03,8.021
187,13/2/2022 13:23,30.18,-68.92,8.07,8.061
188,13/2/2022 14:23,29.85,-65.67,8.01,8.001
189,13/2/2022 15:23,29.85,-65.31,8.01,8.001
190,13/2/2022 16:23,29.85,-64.27,7.99,7.981
191,13/2/2022 17:23,29.68,-63.92,7.98,7.971
192,13/2/2022 18:23,29.33,-60.6,7.93,7.921
193,13/2/2022 19:23,29.25,-59.22,7.9,7.891
194,13/2/2022 20:23,29.28,-59.16,7.9,7.891
195,13/2/2022 21:23,29.23,-58.94,7.9,7.891
196,13/2/2022 22:23,29.13,-58.14,7.89,7.881
197,13/2/2022 23:23,28.9,-56.33,7.86,7.851
198,14/2/2022 0:23,28.48,-54.13,7.82,7.811
199,14/2/2022 1:23,27.64,-50.36,7.76,7.751
200,14/2/2022 2:23,27.64,-50.94,7.77,7.761
201,14/2/2022 3:23,27.15,-47.6,7.71,7.701
202,14/2/2022 4:23,26.93,-45.85,7.68,7.671
203,14/2/2022 5:23,28.93,-59.41,7.91,7.901
204,14/2/2022 6:23,29.05,-59.88,7.92,7.911
205,14/2/2022 7:23,29.13,-60.56,7.93,7.921
206,14/2/2022 8:23,29.18,-61.11,7.94,7.931
207,14/2/2022 9:23,29.28,-61.91,7.95,7.941
208,14/2/2022 10:23,29.23,-62.86,7.97,7.961
209,14/2/2022 11:23,29.4,-64.03,7.99,7.981
210,14/2/2022 12:23,29.58,-65.1,8.01,8.001
211,14/2/2022 13:23,29.53,-63.36,7.98,7.971
212,14/2/2022 14:23,29.23,-62.46,7.96,7.951
213,14/2/2022 15:23,29.45,-65.86,8.02,8.011
214,14/2/2022 16:23,29.6,-65.03,8,7.991
215,14/2/2022 17:23,29.28,-61.89,7.95,7.941
216,14/2/2022 18:23,29.2,-59.8,7.92,7.911
217,14/2/2022 19:23,29.18,-58.95,7.9,7.891
218,14/2/2022 20:23,29.15,-58.89,7.9,7.891
219,14/2/2022 21:23,29.13,-58.8,7.9,7.891
220,14/2/2022 22:23,29.08,-58.11,7.89,7.881
221,14/2/2022 23:23,28.98,-57.36,7.87,7.861
222,15/2/2022 0:23,28.88,-55.74,7.85,7.841
223,15/2/2022 1:23,28.71,-54,7.82,7.811
224,15/2/2022 2:23,28.48,-51.8,7.78,7.771
225,15/2/2022 3:23,28.21,-50.64,7.76,7.751
226,15/2/2022 4:23,27.84,-48.3,7.72,7.711
227,15/2/2022 5:23,28.88,-57.66,7.88,7.871
228,15/2/2022 6:23,29,-58.22,7.89,7.881
229,15/2/2022 7:23,29.08,-59.2,7.91,7.901
230,15/2/2022 8:23,29.18,-60.92,7.93,7.921
231,15/2/2022 9:23,29.18,-61.25,7.94,7.931
232,15/2/2022 10:23,29.33,-62.53,7.96,7.951
233,15/2/2022 11:23,29.4,-65.41,8.01,8.001
234,15/2/2022 12:23,29.6,-64.88,8,7.991
235,15/2/2022 13:23,29.58,-67.28,8.04,8.031
236,15/2/2022 14:23,29.4,-63.97,7.99,7.981
237,15/2/2022 15:23,29.18,-60.97,7.94,7.931
238,15/2/2022 16:23,29.28,-63.5,7.98,7.971
239,15/2/2022 17:23,29.28,-61.94,7.95,7.941
240,15/2/2022 18:23,29.25,-62.06,7.95,7.941
241,15/2/2022 19:23,29.1,-57.95,7.88,7.871
242,15/2/2022 20:23,28.93,-57,7.87,7.861
243,15/2/2022 21:23,28.95,-57.69,7.88,7.871
244,15/2/2022 22:23,28.93,-57.44,7.88,7.871
245,15/2/2022 23:23,28.93,-54.64,7.83,7.821
246,16/2/2022 0:23,28.73,-54.13,7.82,7.811
247,16/2/2022 1:23,28.46,-51.39,7.77,7.761
248,16/2/2022 2:23,28.43,-49.97,7.75,7.741
249,16/2/2022 3:23,28.78,-54.39,7.82,7.811
250,16/2/2022 4:23,28.88,-56.02,7.85,7.841
251,16/2/2022 5:23,28.88,-56.47,7.86,7.851
252,16/2/2022 6:23,29,-57.74,7.88,7.871
253,16/2/2022 7:23,28.83,-57.36,7.87,7.861
254,16/2/2022 8:23,28.98,-59.61,7.91,7.901
255,16/2/2022 9:23,29.05,-60.97,7.94,7.931
256,16/2/2022 10:23,29.25,-62.22,7.96,7.951
257,16/2/2022 11:23,29.4,-63.63,7.98,7.971
258,16/2/2022 12:23,29.6,-62.47,7.96,7.951
259,16/2/2022 13:23,29.88,-66.08,8.02,8.011
260,16/2/2022 14:23,29.5,-65.67,8.02,8.011
261,16/2/2022 15:23,29.48,-64.38,7.99,7.981
262,16/2/2022 16:23,29.4,-62.03,7.95,7.941
263,16/2/2022 17:23,29.43,-60.69,7.93,7.921
264,16/2/2022 18:23,29.43,-58.05,7.88,7.871
265,16/2/2022 19:23,29.2,-57.44,7.87,7.861
266,16/2/2022 20:23,29.08,-56,7.85,7.841
267,16/2/2022 21:23,29.05,-56.78,7.86,7.851
268,16/2/2022 22:23,29.05,-57.11,7.87,7.861
269,16/2/2022 23:23,29.03,-56.55,7.86,7.851
270,17/2/2022 0:23,29,-54.72,7.83,7.821
271,17/2/2022 1:23,29,-53.89,7.81,7.801
272,17/2/2022 2:23,29,-51.47,7.77,7.761
273,17/2/2022 3:23,29.03,-54.39,7.82,7.811
274,17/2/2022 4:23,29,-54.58,7.83,7.821
275,17/2/2022 5:23,29,-53.8,7.81,7.801
276,17/2/2022 6:23,29,-52.97,7.8,7.791
277,17/2/2022 7:23,28.95,-55.81,7.85,7.841
278,17/2/2022 8:23,29.03,-59.38,7.91,7.901
279,17/2/2022 9:23,29.15,-61.88,7.95,7.941
280,17/2/2022 10:23,29.18,-61.92,7.95,7.941
281,17/2/2022 11:23,29.1,-60.22,7.92,7.911
282,17/2/2022 12:23,29.13,-63.13,7.97,7.961
283,17/2/2022 13:23,29.6,-64.38,7.99,7.981
284,17/2/2022 14:23,29.4,-63.85,7.98,7.971
285,17/2/2022 15:23,29.4,-63.92,7.99,7.981
286,17/2/2022 16:23,29.4,-62,7.95,7.941
287,17/2/2022 17:23,29.35,-58.53,7.89,7.881
288,17/2/2022 18:23,29.38,-56.52,7.86,7.851
289,17/2/2022 19:23,29.33,-54.88,7.83,7.821
290,17/2/2022 20:23,29.08,-55.5,7.84,7.831
291,17/2/2022 21:23,29.08,-55.64,7.84,7.831
292,17/2/2022 22:23,29.13,-56.27,7.85,7.841
293,17/2/2022 23:23,29.1,-55.64,7.84,7.831
294,18/2/2022 0:23,29.03,-54.67,7.83,7.821
295,18/2/2022 1:23,28.9,-51.94,7.78,7.771
296,18/2/2022 2:23,28.66,-49.39,7.74,7.731
297,18/2/2022 3:23,28.73,-50.24,7.75,7.741
298,18/2/2022 4:23,28.61,-50.05,7.75,7.741
299,18/2/2022 5:23,28.58,-49.92,7.75,7.741
300,18/2/2022 6:23,28.93,-55.31,7.84,7.831
301,18/2/2022 7:23,29.08,-58.47,7.89,7.881
302,18/2/2022 8:23,29.15,-60.52,7.93,7.921
303,18/2/2022 9:23,29.28,-61.88,7.95,7.941
304,18/2/2022 10:23,29.4,-62.74,7.97,7.961
305,18/2/2022 11:23,29.55,-65.16,8.01,8.001
306,18/2/2022 12:23,29.83,-67.11,8.04,8.031
307,18/2/2022 13:23,30.18,-68.05,8.05,8.041
308,18/2/2022 14:23,29.78,-67.27,8.04,8.031
309,18/2/2022 15:23,29.78,-66.11,8.02,8.011
310,18/2/2022 16:23,29.73,-63.72,7.98,7.971
311,18/2/2022 17:23,29.55,-61.17,7.94,7.931
312,18/2/2022 18:23,29.45,-57.86,7.88,7.871
313,18/2/2022 19:23,29.45,-56.61,7.86,7.851
314,18/2/2022 20:23,29.38,-57.17,7.87,7.861
315,18/2/2022 21:23,29.35,-57.28,7.87,7.861
316,18/2/2022 22:23,29.3,-56.91,7.86,7.851
317,18/2/2022 23:23,29.25,-56.77,7.86,7.851
318,19/2/2022 0:23,29.2,-55.42,7.84,7.831
319,19/2/2022 1:23,29.08,-54.3,7.82,7.811
320,19/2/2022 2:23,28.93,-51.83,7.78,7.771
321,19/2/2022 3:23,28.85,-49.58,7.74,7.731
322,19/2/2022 4:23,28.68,-48.55,7.72,7.711
323,19/2/2022 5:23,28.98,-52.31,7.79,7.781
324,19/2/2022 6:23,28.75,-49.5,7.74,7.731
325,19/2/2022 7:23,29.08,-56.67,7.86,7.851
326,19/2/2022 8:23,29.2,-58.86,7.9,7.891
327,19/2/2022 9:23,29.25,-61.03,7.94,7.931
328,19/2/2022 10:23,29.38,-61.64,7.95,7.941
329,19/2/2022 11:23,29.58,-64.33,7.99,7.981
330,19/2/2022 12:23,29.9,-66.36,8.03,8.021
331,19/2/2022 13:23,29.93,-64.02,7.99,7.981
332,19/2/2022 14:23,29.95,-67.8,8.05,8.041
333,19/2/2022 15:23,30.31,-68.13,8.05,8.041
334,19/2/2022 16:23,29.75,-64.92,8,7.991
335,19/2/2022 17:23,29.68,-61.5,7.94,7.931
336,19/2/2022 18:23,29.63,-59,7.9,7.891
337,19/2/2022 19:23,29.7,-59.88,7.91,7.901
338,19/2/2022 20:23,29.33,-56.61,7.86,7.851
339,19/2/2022 21:23,29.35,-56.14,7.85,7.841
340,19/2/2022 22:23,29.35,-56.67,7.86,7.851
341,19/2/2022 23:23,29.33,-56.42,7.86,7.851
342,20/2/2022 0:23,29.3,-55.91,7.85,7.841
343,20/2/2022 1:23,29.25,-54.69,7.83,7.821
344,20/2/2022 2:23,29.18,-52.78,7.79,7.781
345,20/2/2022 3:23,29.05,-51.39,7.77,7.761
346,20/2/2022 4:23,28.93,-50.41,7.75,7.741
347,20/2/2022 5:23,28.8,-48.05,7.71,7.701
348,20/2/2022 6:23,28.78,-48.99,7.73,7.721
349,20/2/2022 7:23,29.05,-54.6,7.83,7.821
350,20/2/2022 8:23,29.05,-54.61,7.83,7.821
351,20/2/2022 9:23,29.25,-59.97,7.92,7.911
352,20/2/2022 10:23,29.55,-63.27,7.97,7.961
353,20/2/2022 11:23,29.7,-64.92,8,7.991
354,20/2/2022 12:23,29.8,-64.44,7.99,7.981
355,20/2/2022 13:23,30,-65.52,8.01,8.001
356,20/2/2022 14:23,30.21,-66.61,8.03,8.021
357,20/2/2022 15:23,30.08,-64.71,8,7.991
358,20/2/2022 16:23,29.78,-64.56,8,7.991
359,20/2/2022 17:23,29.58,-64.44,7.99,7.981
360,20/2/2022 18:23,29.33,-60.7,7.93,7.921
361,20/2/2022 19:23,29.38,-56.85,7.86,7.851
362,20/2/2022 20:23,29.25,-55.58,7.84,7.831
363,20/2/2022 21:23,29.3,-56.1,7.85,7.841
364,20/2/2022 22:23,29.28,-55.83,7.85,7.841
365,20/2/2022 23:23,29.25,-55.55,7.84,7.831
366,21/2/2022 0:23,29.25,-55.56,7.84,7.831
367,21/2/2022 1:23,29.2,-55.45,7.84,7.831
368,21/2/2022 2:23,29.13,-54.17,7.82,7.811
369,21/2/2022 3:23,29,-52.99,7.8,7.791
370,21/2/2022 4:23,28.88,-51.14,7.77,7.761
371,21/2/2022 5:23,28.8,-50.55,7.76,7.751
372,21/2/2022 6:23,29.03,-52.55,7.79,7.781
373,21/2/2022 7:23,29.2,-56.94,7.87,7.861
374,21/2/2022 8:23,29.3,-60.2,7.92,7.911
375,21/2/2022 9:23,29.38,-61.35,7.94,7.931
376,21/2/2022 10:23,29.5,-63.06,7.97,7.961
377,21/2/2022 11:23,29.7,-66.39,8.03,8.021
378,21/2/2022 12:23,30.28,-68.72,8.06,8.051
379,21/2/2022 13:23,30.58,-68.5,8.06,8.051
380,21/2/2022 14:23,29.9,-66.41,8.03,8.021
381,21/2/2022 15:23,29.83,-64.56,8,7.991
382,21/2/2022 16:23,29.93,-62.77,7.96,7.951
383,21/2/2022 17:23,29.95,-62.83,7.96,7.951
384,21/2/2022 18:23,29.83,-58.33,7.89,7.881
385,21/2/2022 19:23,29.68,-55.94,7.85,7.841
386,21/2/2022 20:23,29.78,-55.8,7.84,7.831
387,21/2/2022 21:23,29.55,-53.35,7.8,7.791
388,21/2/2022 22:23,29.35,-50.5,7.75,7.741
389,21/2/2022 23:23,29.33,-49.64,7.74,7.731
390,22/2/2022 0:23,29.43,-52.14,7.78,7.771
391,22/2/2022 1:23,29.45,-53.92,7.81,7.801
392,22/2/2022 2:23,29.3,-53.81,7.81,7.801
393,22/2/2022 3:23,29.2,-53.5,7.81,7.801
394,22/2/2022 4:23,29.2,-52.58,7.79,7.781
395,22/2/2022 5:23,29.18,-52.27,7.79,7.781
396,22/2/2022 6:23,29.1,-51.31,7.77,7.761
397,22/2/2022 7:23,29.1,-51.86,7.78,7.771
398,22/2/2022 8:23,29.15,-57.02,7.87,7.861
399,22/2/2022 9:23,29.4,-60.83,7.93,7.921
400,22/2/2022 10:23,29.4,-58.99,7.9,7.891
401,22/2/2022 11:23,29.6,-62.05,7.95,7.941
402,22/2/2022 12:23,29.63,-63.31,7.97,7.961
403,22/2/2022 13:23,29.78,-64.36,7.99,7.981
404,22/2/2022 14:23,29.98,-64.69,8,7.991
405,22/2/2022 15:23,29.78,-61.99,7.95,7.941
406,22/2/2022 16:23,29.7,-61.52,7.94,7.931
407,22/2/2022 17:23,29.68,-60.92,7.93,7.921
408,22/2/2022 18:23,29.65,-58.08,7.88,7.871
409,22/2/2022 19:23,29.4,-60.47,7.93,7.921
410,22/2/2022 20:23,29.23,-57.81,7.88,7.871
411,22/2/2022 21:23,29.03,-53.47,7.81,7.801
412,22/2/2022 22:23,29.25,-52.7,7.79,7.781
413,22/2/2022 23:23,29.3,-50.67,7.76,7.751
414,23/2/2022 0:23,29.1,-47.88,7.71,7.701
415,23/2/2022 1:23,29.5,-56.74,7.86,7.851
416,23/2/2022 2:23,29.5,-56.16,7.85,7.841
417,23/2/2022 3:23,29.48,-55.14,7.83,7.821
418,23/2/2022 4:23,29.43,-54.88,7.83,7.821
419,23/2/2022 5:23,29.38,-55.38,7.84,7.831
420,23/2/2022 6:23,29.35,-55.89,7.85,7.841
421,23/2/2022 7:23,29.35,-56.77,7.86,7.851
422,23/2/2022 8:23,29.43,-59.35,7.91,7.901
423,23/2/2022 9:23,29.55,-62.24,7.96,7.951
424,23/2/2022 10:23,29.68,-64.38,7.99,7.981
425,23/2/2022 11:23,29.78,-67.89,8.05,8.041
426,23/2/2022 12:23,29.93,-69.8,8.08,8.071
427,23/2/2022 13:23,30,-69.08,8.07,8.061
428,23/2/2022 14:23,29.98,-67.92,8.05,8.041
429,23/2/2022 15:23,29.95,-67.03,8.04,8.031
430,23/2/2022 16:23,29.85,-61.67,7.95,7.941
431,23/2/2022 17:23,29.8,-60.47,7.92,7.911
432,23/2/2022 18:23,29.73,-56.02,7.85,7.841
433,23/2/2022 19:23,29.65,-54.92,7.83,7.821
434,23/2/2022 20:23,29.6,-54.94,7.83,7.821
435,23/2/2022 21:23,29.63,-53.56,7.81,7.801
436,23/2/2022 22:23,29.6,-55.7,7.84,7.831
437,23/2/2022 23:23,29.55,-54.92,7.83,7.821
438,24/2/2022 0:23,29.8,-56.52,7.86,7.851
439,24/2/2022 1:23,29.95,-57.77,7.88,7.871
440,24/2/2022 2:23,29.8,-56.8,7.86,7.851
441,24/2/2022 3:23,29.7,-56.56,7.86,7.851
442,24/2/2022 4:23,29.63,-56.92,7.86,7.851
443,24/2/2022 5:23,29.6,-56.52,7.86,7.851
444,24/2/2022 6:23,29.53,-55.03,7.83,7.821
445,24/2/2022 7:23,29.53,-55.52,7.84,7.831
446,24/2/2022 8:23,29.65,-60.77,7.93,7.921
447,24/2/2022 9:23,29.7,-63,7.97,7.961
448,24/2/2022 10:23,29.85,-65.38,8.01,8.001
449,24/2/2022 11:23,30.03,-67.96,8.05,8.041
450,24/2/2022 12:23,30,-67.74,8.05,8.041
451,24/2/2022 13:23,30.08,-67.47,8.04,8.031
452,24/2/2022 14:23,30.16,-66.97,8.04,8.031
453,24/2/2022 15:23,30.11,-63.77,7.98,7.971
454,24/2/2022 16:23,30.06,-63.17,7.97,7.961
455,24/2/2022 17:23,29.95,-58.94,7.9,7.891
456,24/2/2022 18:23,29.83,-55.17,7.83,7.821
457,24/2/2022 19:23,29.78,-53.95,7.81,7.801
458,24/2/2022 20:23,29.75,-53.67,7.81,7.801
459,24/2/2022 21:23,29.78,-53.66,7.81,7.801
460,24/2/2022 22:23,29.83,-53.78,7.81,7.801
461,24/2/2022 23:23,30,-55.49,7.84,7.831
462,25/2/2022 0:23,30,-56.47,7.86,7.851
463,25/2/2022 1:23,29.98,-56.99,7.86,7.851
464,25/2/2022 2:23,29.98,-57.5,7.87,7.861
465,25/2/2022 3:23,29.95,-57.35,7.87,7.861
466,25/2/2022 4:23,29.95,-57.24,7.87,7.861
467,25/2/2022 5:23,29.9,-57.13,7.87,7.861
468,25/2/2022 6:23,29.85,-57.05,7.87,7.861
469,25/2/2022 7:23,29.85,-58.94,7.9,7.891
470,25/2/2022 8:23,29.8,-60.06,7.92,7.911
471,25/2/2022 9:23,29.88,-62.67,7.96,7.951
